Group_id,Ind,Sex,Moult,Notes,
20240529_1,sARgw,m,5,no tail,
20240529_1,sMow,m,5,,
20240529_2,jMna,m,5,,
20240529_2,zWBWwg,m,5,dark eyelashes very marked,
20240529_2,jBbg,m,5,,
20240529_2,jWRna,f,,,
20240529_2,sARgw,m,5,no tail,
20240529_2,sMow,m,5,,
20240529_2,pANm,m,5,,
20240529_3,jBn,m,5,,
20240529_3,sMag,m,5,,
20240529_3,GBB,f,,,
20240529_3,cBar,m,5,,
20240529_4,jWRna,f,,,
20240529_4,sOo,m,5,,
20240529_4,jBn,m,5,,
20240529_4,iNyb,m,5,,
20240529_4,pBGrb,f,,,
20240529_4,GBB,f,,,
20240529_5,sRBaba,u,,,
20240529_5,sWBWgb,m,5,,
20240529_5,sAWgr,u,,,
20240529_5,iMy,m,5,,
20240529_5,cGRb,m,5,,
20240529_5,pObo,m,5,,
20240529_5,pWByn,f,,,
20240529_5,pYNYba,m,5,,
20240529_5,sYRyr,u,,,
20240529_5,sBYg,m,5,,
20240529_5,sNOy,u,,,
20240529_5,uOq,m,5,,
20240529_5,sRNnr,m,5,,
20240529_5,uBry,m,5,,
20240529_6,hBna,m,5,,
20240529_6,uYwg,m,5,,
20240529_6,uGwg,m,5,,
20240529_6,sRNwn,f,,,
20240529_6,sWBwr,u,,,
20240529_6,cNb,m,5,,
20240529_6,pWRWm,m,5,,
20240529_6,pWbo,m,5,,
20240529_6,sWrb,u,,,
20240529_6,sBYg,m,5,,
20240529_6,sGNrb,u,,,
20240529_7,jWRn,f,,,
20240529_7,jBRao,m,5,,
20240529_7,uBba,m,5,,
20240529_7,jYny,m,5,,
20240529_8,zWbr,m,5,,
20240529_8,zYwo,f,,,
20240529_8,jWRn,f,,,
20240529_8,uBba,m,5,,
20240529_8,jBRao,m,5,,
20240529_8,jYny,m,5,,
20240529_9,pBYyn,m,5,,
20240529_9,jGyr,f,,,
20240529_9,pWRbo,m,5,,
20240529_9,cBar,m,5,,
20240529_9,zOWOgn,m,5,,
20240601_1,fNo,m,5,,
20240601_1,sNOy,u,,,
20240601_1,cBar,m,5,,
20240601_2,iONr,m,5,,
20240601_2,uNyby,m,5,,
20240601_2,pANg,m,5,,
20240601_2,pBYrb,f,,,
20240601_3,jMna,m,5,,
20240601_3,jWRna,f,,,
20240601_3,zWBWwg,m,5,,
20240601_3,jBbg,m,5,,
20240601_3,sARgw,m,5,no tail,
20240601_4,jMrw,m,5,,
20240601_4,sWa,m,5,,
20240601_4,sBbwb,u,,,
20240601_4,jBRb,f,,,
20240601_4,zAwo,m,5,,
20240601_4,iWq,m,5,,
20240601_5,sYyby,m,5,,
20240601_5,cWbg,f,,,
20240601_5,lYRbo,m,5,,
20240601_5,sAq,f,,,
20240601_5,sYNr,u,,,
20240601_5,cMy,m,5,,
20240601_5,sRWow,m,5,,
20240601_5,sOrbr,m,5,,
20240601_5,jBRb,f,,,
20240601_5,sWa,m,5,,
20240601_5,hBr,f,,,
20240601_5,sBGro,u,,,
20240601_5,sYRyr,u,,,
20240601_5,sRWao,u,,,
20240601_5,sAWgr,u,,,
20240608_1,cBar,m,5,,
20240608_1,sNOy,u,,,
20240608_1,fNo,m,5,,
20240608_1,pWRbo,m,5,,
20240608_2,sNOw,u,,"no tail, only 2 feathers",
20240608_2,sNOy,u,,,
20240608_2,sARgw,m,5,tail growing (~ 1 cm),
20240608_2,zWBWwg,m,5,,
20240608_2,jBbg,m,5,,
20240608_2,jMna,m,5,,
20240608_2,jWRna,f,,,
20240608_3,pBGrb,f,,,
20240608_3,GBB,f,,,
20240608_3,jBn,m,5,,
20240608_3,iNyb,m,5,eyelashes,
20240608_3,cOnr,m,5,,
20240608_3,sMag,m,5,,
20240608_3,sGn,m,5,,
20240608_4,cMy,m,5,,
20240608_4,lYRbo,m,5,,
20240608_4,sYyby,m,5,,
20240608_4,sAq,f,,,
20240608_4,sYNr,u,,,
20240608_4,sYRyr,u,,,
20240608_4,sAWgr,u,,,
20240608_4,sOrbr,m,,,
20240608_4,jBRb,f,,,
20240608_4,sBbwb,u,,,
20240608_4,sRWow,m,5,,
20240608_4,iMy,m,5,,
20240608_4,cWbg,f,,,
20240608_4,pWByn,f,,,
20240608_4,sWBwr,u,,,
20240608_4,jMrw,m,5,,
20240608_4,zAwo,m,5,,
20240608_4,sWa,m,5,,
20240608_4,iWq,m,5,,
20240608_5,pRWob,m,5,,
20240608_6,jBrn,m,5,,
20240608_6,sGgr,u,,,
20240608_7,uBba,m,5,,
20240608_7,jBRao,m,5,,
20240608_7,jWRn,f,,,
20240608_7,lWArg,m,5,,
20240608_7,zOob,f,,,
20240608_7,sNwr,m,5,1 m feather growing,
20240608_7,zYwo,f,,,
20240608_7,zWbr,m,5,,
20240608_8,pWbo,m,5,,
20240608_8,pObo,m,5,,
20240608_8,sWow,m,5,,
20240608_8,sRGra,u,,,
20240608_8,sBq,m,5,,
20240608_8,pYNYba,m,5,,
20240608_8,sBYg,m,5,,
20240608_8,sWrb,u,,,
20240608_8,sGNrb,u,,,
20240608_9,hBy,m,5,,
20240608_9,sMow,m,5,,
20240608_9,sYNn,u,,,
20240608_9,jBbwb,m,5,,
20240608_9,pNaba,m,5,,
20240608_9,cMra,f,,,
20240608_9,sYw,m,5,,
20240608_9,uNyby,m,5,,
20240608_9,lNOn,f,,,
20240608_9,iONr,m,5,,
20240608_9,pANg,m,5,,
20240608_9,pBYrb,f,,,
20240610_1,sWBwr,u,,,
20240610_1,uBry,m,5,,
20240610_1,sBYg,m,5,,
20240610_1,sRNnr,m,5,,
20240610_1,sWMq,m,5,,
20240610_1,sWow,m,5,,
20240610_1,pObo,m,5,,
20240610_1,sGgr,u,,,
20240610_1,sGNrb,m,5,,
20240610_1,sNOw,u,,no tail,
20240610_1,sBq,m,5,,
20240610_1,sWrb,u,,,
20240610_1,jBrn,m,5,,
20240610_1,sRGra,u,,,
20240610_1,sOag,u,,,
20240610_1,sYnr,u,,,
20240610_1,sYRyr,u,,,
20240610_1,hBna,m,5,,
20240610_1,cNb,m,5,,
20240610_1,pYNYba,m,5,,
20240610_1,uYwg,m,5,,
20240610_1,uGwg,m,5,,
20240610_1,uOq,m,5,,
20240610_1,sNOy,u,,,
20240610_1,pWbo,m,5,,
20240610_1,sARow,m,5,,
20240610_2,iMy,m,5,,
20240610_2,sWa,m,5,,
20240610_2,sAWgr,u,,,
20240610_2,sRWao,u,,,
20240610_2,cMy,m,5,,
20240610_2,cGRb,m,5,,
20240610_2,pWByn,f,,,
20240610_2,sRBaba,u,,,
20240610_2,sWBWgb,m,5,,
20240610_2,iWq,m,5,,
20240610_2,zAwo,m,5,,
20240610_2,jBRb,f,,,
20240610_2,sBbwb,u,,,
20240610_2,lYRbo,m,5,,
20240610_2,sAq,f,,,
20240610_2,sOrbr,m,5,,
20240610_2,sRWow,m,5,,
20240610_2,pBGrb,f,,,
20240610_2,cOnr,m,5,,
20240610_2,iNyb,m,5,,
20240610_2,jBn,m,5,,
20240610_2,cWbg,f,,,
20240610_2,sOo,m,5,,
20240610_2,sGn,m,5,,
20240610_2,sMag,m,5,,
20240610_2,GBB,f,,,
20240610_2,sANnw,u,,,
20240610_3,jBRao,m,5,,
20240610_3,zWbr,m,5,,
20240610_3,sNwr,m,5,,
20240610_3,zYwo,f,,,
20240610_3,lWArg,m,5,,
20240610_3,jWRn,f,,,
20240610_4,sMow,m,5,,
20240610_4,pNaba,m,5,,
20240610_4,sYNn,u,,,
20240610_4,pANm,m,5,,
20240610_4,sYw,m,5,,
20240610_4,jBbwb,m,5,,
20240610_4,sGa,m,5,,
20240610_4,cMra,f,,,
20240610_4,sARgw,m,5,tail growing,
20240610_4,jWRna,f,,,
20240610_4,jMna,m,5,,
20240610_4,jBbg,m,5,,
20240610_4,zWBWwg,m,5,,
20240613_1,cMra,f,,,
20240613_1,jBn,m,5,,
20240613_1,jBbwb,m,5,,
20240613_1,sYNn,u,,,
20240613_1,cOnr,m,5,,
20240613_1,hBy,m,5,,
20240613_1,sGa,m,5,,
20240613_1,sYw,m,5,,
20240613_1,pNaba,m,5,,
20240613_1,pANm,m,5,,
20240613_1,sMow,m,5,,
20240613_1,jMna,m,5,,
20240613_1,jBbg,m,5,,
20240613_1,jWRna,f,,,
20240613_1,sMag,m,5,,
20240613_1,zWBWwg,m,5,,
20240613_1,GBB,f,,,
20240613_1,iNyb,m,5,,
20240613_1,sOo,m,5,,
20240613_1,pBGrb,f,,,
20240613_2,hBna,m,5,,
20240613_2,sBYg,m,5,,
20240613_2,sWMq,m,5,,
20240613_2,sYRo,m,5,,
20240613_2,uYwg,m,5,,
20240613_2,cNb,m,5,,
20240613_2,sRNwn,f,,,
20240613_2,sWrb,u,,,
20240613_2,sYnr,m,5,,
20240613_2,pWbo,m,5,,
20240613_3,jBrn,m,5,,
20240613_3,sBq,m,5,,
20240613_3,sRGra,u,,,
20240613_3,sOag,u,,,
20240613_3,pObo,m,5,,
20240613_3,pYNYba,m,5,,
20240613_3,sYRyr,u,,,
20240613_4,sRGn,m,5,,
20240613_4,pRWob,m,5,,
20240613_5,zAwo,m,5,,
20240613_5,jMrw,m,5,,
20240613_5,jBRb,f,,,
20240613_5,sWa,m,5,,
20240613_5,iWq,m,5,,
20240613_5,sBbwb,m,5,,
20240613_6,lYRbo,m,5,,
20240613_6,sYNr,u,,,
20240613_6,cMy,m,5,,
20240613_6,cWbg,f,,,
20240613_6,sRGow,u,,,
20240613_6,sYyby,m,5,,
20240613_6,sOrbr,m,5,,
20240613_6,sAq,f,,,
20240613_7,jGyr,f,,,
20240613_7,cBar,m,5,,
20240613_7,pWRbo,m,5,,
20240613_7,fNo,m,5,,
20240613_7,pBYyn,m,5,,
20240613_7,zOWOgn,m,5,,
20240615_1,sNOw,u,,tail with two feathers,
20240615_1,sNOy,u,,,
20240615_1,cNb,m,5,,
20240615_1,uBry,m,5,,
20240615_1,hBna,m,5,,
20240615_1,zOWOgn,m,5,,
20240615_1,cBar,m,5,,
20240615_1,fNo,m,5,,
20240615_1,cOnr,m,5,,
20240615_1,iNyb,m,5,,
20240615_1,sOo,m,5,,
20240615_1,sBq,m,5,,
20240615_1,pYNYba,m,5,,
20240615_1,sYRyr,u,,,
20240615_1,jBrn,m,5,,
20240615_1,pObo,m,5,,
20240615_1,sOag,u,,,
20240615_1,sWow,m,5,,
20240615_1,sRGra,u,,,
20240615_1,sRNnr,m,5,,
20240615_1,sWBwr,u,,,
20240615_1,sARow,m,5,,
20240615_1,uGwg,m,5,,
20240615_1,uYwg,m,5,,
20240615_1,uOq,m,5,,
20240615_2,sYNr,u,,,
20240615_2,sOrbr,m,5,,
20240615_2,sRGow,u,,,
20240615_2,sAq,f,,,
20240615_2,lYRbo,m,5,,
20240615_2,cMy,m,5,,
20240615_2,sYyby,m,5,,
20240615_2,cWbg,f,,,
20240615_2,jBRb,f,,,
20240615_2,sBbwb,u,,,
20240615_2,sWa,m,5,,
20240615_2,iMyb,m,5,no darvic M,
20240615_2,iWq,m,5,,
20240615_2,zAwo,m,5,,
20240615_2,jMrw,m,5,,
20240615_3,pANm,m,5,,
20240615_3,pNaba,m,5,,
20240615_3,sYw,m,5,,
20240615_3,cMra,f,,,
20240615_3,hBy,m,5,,
20240615_3,jBbg,m,5,,
20240615_3,jWRna,f,,,
20240615_3,zWBWwg,m,5,,
20240615_3,sARgw,m,5,tail growing,
20240615_3,jMna,m,5,,
20240619_1,sNOy,u,,,
20240619_1,sBYg,m,5,,
20240619_1,sRNnr,m,5,,
20240619_1,sWBwr,u,,,
20240619_1,sWMq,m,5,,
20240619_1,sYRyr,u,,,
20240619_1,sOag,u,,,
20240619_1,sBq,m,5,,
20240619_1,sWow,m,5,,
20240619_1,uOq,m,5,,
20240619_1,cNb,m,5,,
20240619_1,hBna,m,5,,
20240619_1,sRWao,u,,,
20240619_1,sNOan,u,,,
20240619_1,cGRb,m,5,,
20240619_2,cNb,m,5,,
20240619_2,hBna,m,5,,
20240619_2,sWMq,m,5,,
20240619_2,sBq,m,5,,
20240619_2,sNOy,u,,,
20240619_2,uOq,m,5,,
20240619_2,uYwg,m,5,,
20240619_2,uGwg,m,5,,
20240619_2,sARow,m,5,,
20240619_2,uBry,m,5,,
20240619_2,sYnr,m,5,,
20240619_2,sRNnr,m,5,,
20240619_2,sWBwr,u,,,
20240619_2,sBYg,m,5,,
20240620_1,cBar,m,5,,
20240620_1,fNo,m,5,,
20240620_1,sARow,m,5,,
20240620_1,uGwg,m,5,,
20240620_2,sAWgr,u,,,
20240620_2,sRBaba,u,,,
20240620_2,jBrn,m,5,,
20240620_2,pObo,m,5,,
20240620_2,sBq,m,5,,
20240620_2,pYNYba,m,5,,
20240620_2,cGRb,m,5,,
20240620_2,pWByn,f,,,
20240620_2,sRWao,u,,,
20240620_2,fNo,m,5,,
20240620_2,cNb,m,5,,
20240620_2,hBna,m,5,,
20240620_2,iMy,m,5,,
20240620_2,sNOan,u,,,
20240620_2,cWbg,f,,,
20240620_2,lYRbo,m,5,,
20240620_2,sBGro,u,,,
20240620_2,sYyby,m,5,,
20240620_3,hBy,m,5,,
20240620_3,pNaba,m,5,,
20240620_4,sYw,m,5,,
20240620_4,sYNn,u,,,
20240620_4,sMow,m,5,,
20240620_4,cMra,f,,,
20240620_4,jBbwb,m,5,,
20240620_5,jWRna,f,,,
20240620_5,cOnr,m,5,,
20240620_5,pBYyn,m,5,,
20240620_5,fNo,m,5,,
20240620_5,jBn,m,5,,
20240620_5,pBGrb,f,,,
20240620_5,GBB,f,,,
20240620_5,iNyb,m,4.5,,
20240620_5,sARgw,m,5,Half tail,
20240620_5,sGn,m,5,,
20240620_5,jBbg,m,5,,
20240620_5,jMna,m,5,,
20240620_6,zAwo,m,5,,
20240620_6,iMyb,m,5,no darvic M,
20240620_6,jMrw,m,5,,
20240620_6,iWq,m,5,,
20240620_6,sYNn,u,,,
20240620_6,sWa,m,5,,
20240620_6,jBRb,f,,,
20240625_1,sWBWgb,m,5,,
20240625_1,sRBaba,u,,,
20240625_1,pWByn,f,,,
20240625_1,sNOan,u,,,
20240625_1,sRWow,m,5,,
20240625_1,sOrbr,m,5,,
20240625_1,cWbg,f,,,
20240625_1,sBGro,u,,,
20240625_2,lYRbo,m,5,,
20240625_2,sOrbr,m,5,,
20240625_2,cMy,m,5,,
20240625_2,sYNr,u,,,
20240625_2,sYyby,m,5,,
20240625_2,sYNn,u,,,
20240625_3,iWq,m,5,,
20240625_3,zAwo,m,5,,
20240625_3,jMrw,m,5,,
20240625_3,jBRb,f,,,
20240625_3,sBbwb,u,,,
20240625_3,sWa,m,5,,
20240625_4,sMag,m,5,,
20240625_4,sGn,m,5,,
20240625_4,iNyb,m,4.5,,
20240625_4,jBn,m,5,,
20240625_4,pBGrb,f,,,
20240625_4,jBbg,m,5,,
20240625_4,sOo,m,5,,
20240625_4,cOnr,m,5,,
20240625_4,GBB,f,,,
20240625_5,sGa,m,5,,
20240625_5,jBbwb,m,5,,
20240625_5,pANm,m,5,,
20240625_5,cMra,f,,,
20240625_5,sYNn,u,,,
20240625_5,hBy,m,5,,
20240625_5,sMow,m,5,,
20240625_5,pNaba,m,5,,
20240625_6,zYwo,f,,,
20240625_6,zOob,f,,,
20240625_6,zWbr,m,5,,
20240625_6,lWArg,m,5,,
20240627_1,jBbwb,m,5,,
20240627_1,cMra,f,,,
20240627_1,hBy,m,5,,
20240627_1,sYNn,u,,,
20240627_1,sYw,m,5,,
20240627_1,sGa,m,5,,
20240627_1,pANm,m,5,,
20240627_1,sMow,m,5,,
20240627_1,pNaba,m,5,,
20240627_2,pBYyn,m,5,,
20240627_2,pWRbo,m,5,,
20240627_2,jGyr,f,,,
20240627_3,pObo,m,5,,
20240627_3,sWow,m,5,,
20240627_3,sWMq,m,5,,
20240627_3,uYwg,m,5,,
20240627_3,sYRo,m,5,,
20240627_3,sWrb,u,,,
20240627_3,cNb,m,5,,
20240627_3,sRNnr,m,5,,
20240627_3,sYnr,m,5,,
20240627_3,uGwg,m,5,,
20240627_3,sOag,u,,,
20240627_3,sRGra,u,,,
20240627_3,jBrn,m,5,,
20240627_3,hBna,m,5,,
20240627_3,sWBwr,u,,,
20240627_3,pWbo,m,5,,
20240627_3,uBry,m,5,,
20240627_3,uOq,m,5,,
20240627_3,sARow,m,5,,
20240627_3,fNo,m,5,,
20240627_3,cBar,m,5,,
20240627_3,zOWOgn,m,5,,
20240627_3,sBq,m,5,,
20240627_3,sYRyr,u,,,
20240627_3,pYNYba,m,5,,
20240627_4,jWRna,f,,,
20240627_4,pBGrb,f,,,
20240627_4,jBn,m,5,,
20240627_4,iNyb,m,4.5,,
20240627_4,GBB,f,,,
20240627_4,fNo,m,5,,
20240627_4,sGn,m,5,,
20240627_4,cOnr,m,5,,
20240627_4,sMag,m,5,,
20240627_4,sOo,m,5,,
20240627_5,jBbg,m,5,,
20240627_5,jMna,m,5,,
20240627_5,jWRna,f,,,
20240627_5,zWBWwg,m,5,,
20240627_6,jMrw,m,5,,
20240627_6,sWa,m,5,,
20240627_6,jBRb,f,,,
20240627_6,iWq,m,5,,
20240627_6,sBbwb,u,,,
20240627_7,sRy,f,,,
20240627_7,lNWn,m,5,,
20240627_8,pWbo,m,5,,
20240627_8,sWMq,m,5,,
20240627_8,sBYg,m,5,,
20240627_8,sYnr,m,5,,
20240627_9,zWbr,m,5,,
20240627_9,sNwr,m,5,,
20240627_9,zYwo,f,,,
20240627_9,lWArg,m,5,,
20240627_9,lGNw,m,5,,
20240627_9,iGBao,f,,,
20240627_9,zOob,f,,,
20240627_9,pOWOoa,m,5,,
20240628_1,zBYBor,m,5,,
20240628_1,sAg,f,,,
20240628_1,sMra,m,5,,
20240628_1,cOaba,m,5,,
20240628_2,sMow,m,5,,
20240628_2,cMra,f,,,
20240628_2,hBy,m,5,,
20240628_2,jBbwb,m,5,,
20240628_2,sYNn,u,,,
20240628_2,sYw,m,5,,
20240628_2,pANm,m,5,,
20240628_2,sGa,m,5,,
20240628_2,pNaba,m,5,,
20240628_3,jGyr,f,,,
20240628_3,pBYyn,m,5,,
20240628_3,pWRbo,m,5,,
20240628_4,pWbo,m,5,,
20240628_4,sWrb,u,,,
20240628_4,sRNnr,m,5,,
20240628_4,sWMq,m,5,,
20240628_4,sBYg,m,5,,
20240628_4,uOq,m,5,,
20240628_4,cBar,m,5,,
20240628_4,zOWOgn,m,5,,
20240628_4,fNo,m,5,,
20240628_4,cNb,m,5,,
20240628_4,hBna,m,5,,
20240628_4,uYwg,m,5,,
20240628_4,uBry,m,5,,
20240628_4,sYRo,m,5,,
20240628_4,sWBwr,u,,,
20240628_4,sYnr,m,5,,
20240628_5,pObo,m,5,,
20240628_5,pYNYba,m,5,,
20240628_5,jBrn,m,5,,
20240628_5,sBq,m,5,,
20240628_5,sRGra,u,,,
20240628_5,sOag,u,,,
20240628_5,sWow,m,5,,
20240628_5,sGgr,u,,,
20240628_5,sYRyr,u,,,
20240628_6,sRBaba,u,,,
20240628_6,iMy,m,5,,
20240628_6,sNOan,u,,,
20240628_6,sYyby,m,5,,
20240628_6,sWBWgb,m,5,,
20240628_6,pWByn,f,,,
20240628_6,sRGow,u,,,
20240628_6,sOag,u,,,
20240628_6,sWrb,u,,,
20240628_6,sYRyr,u,,,
20240628_6,jBrn,m,5,,
20240628_6,pObo,m,5,,
20240628_6,sGgr,u,,,
20240628_6,cGRb,m,5,,
20240628_6,pYNYba,m,5,,
20240628_6,pRWob,m,5,,
20240628_6,sAWgr,u,,,
20240628_7,cWbg,f,,,
20240628_7,sAq,f,,,
20240628_7,sYyby,m,5,,
20240628_7,lYRbo,m,5,,
20240628_7,sOrbr,m,5,,
20240628_8,iOyn,m,4,,
20240628_9,GBB,f,,,
20240628_9,pBGrb,f,,,
20240628_9,jBn,m,5,,
20240628_9,cOnr,m,5,,
20240628_9,iNyb,m,4.5,,
20240628_9,sGn,m,5,,
20240628_9,sMag,m,5,,
20240628_9,sOo,m,5,,
20240629_1,cOnr,m,5,,
20240629_1,GBB,f,,,
20240629_1,jBn,m,5,,
20240629_1,iNyb,m,5,,
20240629_2,sWMq,m,5,,
20240629_2,sOag,u,,,
20240629_2,sWow,m,5,,
20240629_2,uYwg,m,5,,
20240629_2,pYNYba,m,5,,
20240629_2,jBrn,m,5,,
20240629_2,sGgr,u,,,
20240629_2,pObo,m,5,,
20240629_2,sBq,m,5,,
20240629_2,sRGra,u,,,
20240629_2,sYRyr,u,,,
20240629_3,iWq,m,5,,
20240629_3,jBRb,f,,,
20240629_3,sBbwb,u,,,
20240629_3,sWa,m,5,,
20240629_3,jMrw,m,5,,
20240629_3,pBGrb,f,,,
20240629_3,pWByn,f,,,
20240629_3,sRBaba,u,,,
20240629_4,pBGrb,f,,,
20240629_4,sOo,m,5,,
20240629_4,pYNYba,m,5,,
20240629_4,iMy,m,5,,
20240629_4,sYRyr,u,,,
20240629_4,jBrn,m,5,,
20240629_4,sGn,m,5,,
20240629_4,cGRb,m,5,,
20240629_4,sGgr,u,,,
20240629_4,sMag,m,5,,
20240629_4,sOag,u,,,
20240629_4,sWow,m,5,,
20240629_4,sBq,m,5,,
20240629_4,sWBWgb,m,5,,
20240629_4,sRBaba,u,,,
20240629_4,sWa,m,5,,
20240629_4,sBbwb,u,,,
20240629_4,iWq,m,5,,
20240629_4,jMrw,m,5,,
20240629_4,jBn,m,5,,
20240629_4,jMna,m,5,,
20240629_4,jBRb,f,,,
20240629_4,GBB,f,,,
20240629_4,iNyb,m,4.5,,
20240629_4,cOnr,m,5,,
20240629_4,cWbg,f,,,
20240629_4,sOrbr,m,5,,
20240629_4,sAq,f,,,
20240629_4,lYRbo,m,5,,
20240629_5,cNb,m,5,,
20240629_5,uYwg,m,5,,
20240629_5,uGwg,m,5,,
20240629_5,sYRo,m,5,,
20240629_5,sRNnr,m,5,,
20240629_5,hBna,m,5,,
20240629_5,sWBwr,u,,,
20240629_5,sWow,m,5,,
20240629_5,sRGra,u,,,
20240629_5,sGgr,u,,,
20240629_5,sYRyr,u,,,
20240629_5,pObo,m,5,,
20240629_5,iMy,m,5,,
20240629_5,sOag,u,,,
20240629_5,sBq,m,5,,
20240629_5,jBrn,m,5,,
20240629_5,pYNYba,m,5,,
20240629_5,fNo,m,5,,
20240629_5,zOWOgn,m,5,,
20240629_5,cBar,m,5,,
20240629_5,sWMq,m,5,,
20240629_5,uBry,m,5,,
20240629_5,sYnr,m,5,,
20240629_5,sBYg,m,5,,
20240629_5,sWrb,u,,,
