"","DATES","FILE_NAME","TARGET_GROUP","GROUP_NAME","TIME","NOTES","X","SIZE"
"2",20241217,"20241217_training_00942","y","jbrb","08:59 AEDT","",942,52.921875
"3",20241217,"20241217_training_00943","y","jbrb","09:03 AEDT","swa",943,78.0234375
"4",20241217,"20241217_training_00944","y","jbrb","09:04 AEDT","",944,52.9921875
"5",20241217,"20241217_training_00947","y","pbgrb","09:26 AEDT","",947,36.1640625
"6",20241217,"20241217_training_00948","y","pbgrb","09:31 AEDT","sgn",948,296.68359375
"7",20241217,"20241217_training_00949","y","pbgrb","09:32 AEDT","",949,72.55078125
"8",20241217,"20241217_training_00950","y","pbgrb","09:46 AEDT","",950,160.705078125
"9",20241217,"20241217_training_00951","y","pbgrb","09:47 AEDT","",951,50.25
"10",20241217,"20241217_training_00952","y","pbgrb","09:49 AEDT","",952,67.939453125
"11",20241217,"20241217_training_00953","y","pbgrb","09:50 AEDT","",953,38.4375
"12",20241217,"20241217_training_00954","y","pbgrb","09:51 AEDT","",954,103.142578125
"14",20241217,"20241217_training_00958","y","gbb","10:25 AEDT","",958,29.033203125
"15",20241217,"20241217_training_00959","y","gbb","10:26 AEDT","",959,53.7421875
"16",20241217,"20241217_training_00960","y","gbb","10:29 AEDT","soo",960,164.12109375
"17",20241217,"20241217_training_00961","y","gbb","10:30 AEDT","",961,64.8515625
"21",20241217,"20241217_training_00970","y","jgyr","10:55 AEDT","",970,29.77734375
"22",20241217,"20241217_training_00971","y","jgyr","15:26 AEDT","",971,67.1484375
"23",20241217,"20241217_training_00972","y","jgyr","15:36 AEDT","pwrbo+",972,634.03125
"24",20241217,"20241217_training_00973","y","jgyr","15:36 AEDT","pwrbo",973,54.744140625
"25",20241217,"20241217_training_00974","y","jgyr","15:40 AEDT","",974,144.521484375
"26",20241217,"20241217_training_00975","y","jgyr","15:45 AEDT","",975,311.900390625
"27",20241217,"20241217_training_00976","y","jgyr","15:47 AEDT","",976,53.63671875
"29",20241217,"20241217_training_00980","y","syw","16:09 AEDT","",980,334.76953125
"36",20241218,"20241218_training_01035","y","jgyr","11:31 AEDT","",1035,233.6015625
"37",20241218,"20241218_training_01037","y","cmra","11:34 AEDT","",1037,130.236328125
"38",20241218,"20241218_training_01038","y","cmra","11:38 AEDT","",1038,52.91015625
"39",20241218,"20241218_training_01040","y","cmra","11:40 AEDT","jbbwb",1040,70.96875
"41",20241218,"20241218_training_01043","y","cmra","11:44 AEDT","",1043,88.470703125
"42",20241218,"20241218_training_01044","y","cmra","11:51 AEDT","",1044,27.158203125
"43",20241218,"20241218_training_01045","y","cmra","11:54 AEDT","",1045,205.587890625
"44",20241218,"20241218_training_01046","y","cmra","11:57 AEDT","",1046,90.533203125
"45",20241218,"20241218_training_01047","y","cmra","11:58 AEDT","",1047,6.375
"46",20241218,"20241218_training_01048","y","cmra","11:58 AEDT","",1048,27.375
"47",20241218,"20241218_training_01049","y","cmra","12:01 AEDT","",1049,126.896484375
"48",20241218,"20241218_training_01050","y","cmra","12:07 AEDT","",1050,133.669921875
"50",20241218,"20241218_training_01054","y","pbgrb","12:43 AEDT","",1054,115.875
"51",20241218,"20241218_training_01055","y","pbgrb","12:44 AEDT","",1055,70.224609375
"52",20241218,"20241218_training_01056","y","pbgrb","12:45 AEDT","",1056,28.224609375
"53",20241218,"20241218_training_01057","y","pbgrb","12:46 AEDT","",1057,54.38671875
"54",20241218,"20241218_training_01058","y","pbgrb","13:17 AEDT","",1058,255.05859375
"55",20241218,"20241218_training_01059","y","pbgrb","13:18 AEDT","",1059,39.97265625
"56",20241218,"20241218_training_01060","y","pbgrb","13:19 AEDT","",1060,59.314453125
"57",20241218,"20241218_training_01061","y","pbgrb","13:25 AEDT","",1061,300.984375
"59",20241218,"20241218_training_01066","y","jgyr","14:21 AEDT","",1066,308.267578125
"60",20241218,"20241218_training_01067","y","jgyr","14:25 AEDT","",1067,119.015625
"61",20241219,"20241219_training_01070","y","gbb","07:23 AEDT","",1070,47.970703125
"62",20241219,"20241219_training_01071","y","gbb","07:24 AEDT","",1071,96.462890625
"63",20241219,"20241219_training_01073","y","jgyr","07:27 AEDT","j, 1073-1083: all either jgyr or gbb",1073,40.078125
"64",20241219,"20241219_training_01074","y","jgyr","07:29 AEDT","hma",1074,86.015625
"65",20241219,"20241219_training_01075","y","jgyr","07:31 AEDT","hma",1075,82.828125
"66",20241219,"20241219_training_01076","y","gbb","07:36 AEDT","unb m",1076,52.58203125
"67",20241219,"20241219_training_01077","y","gbb","07:40 AEDT","",1077,31.8984375
"68",20241219,"20241219_training_01078","y","gbb","07:40 AEDT","",1078,32.73046875
"69",20241219,"20241219_training_01079","y","gbb","07:42 AEDT","j+soo",1079,40.189453125
"70",20241219,"20241219_training_01080","y","gbb","07:44 AEDT","",1080,66.17578125
"71",20241219,"20241219_training_01081","y","gbb","07:48 AEDT","hnwo",1081,255.708984375
"72",20241219,"20241219_training_01082","y","gbb","07:50 AEDT","unb",1082,52.0078125
"73",20241219,"20241219_training_01083","y","gbb","07:52 AEDT","",1083,53.982421875
"74",20241219,"20241219_training_01085","y","jmna","08:03 AEDT","js",1085,205.6875
"75",20241219,"20241219_training_01086","y","jmna","08:05 AEDT","",1086,53.396484375
"76",20241219,"20241219_training_01087","y","jmna","08:07 AEDT","",1087,62.1328125
"77",20241219,"20241219_training_01088","y","jmna","08:12 AEDT","unb f",1088,30.451171875
"78",20241219,"20241219_training_01089","y","jmna","08:14 AEDT","",1089,118.294921875
"79",20241219,"20241219_training_01090","y","jmna","08:16 AEDT","",1090,28.9453125
"80",20241219,"20241219_training_01091","y","jmna","08:16 AEDT","",1091,35.33203125
"81",20241219,"20241219_training_01092","y","jmna","08:19 AEDT","",1092,149.853515625
"82",20241219,"20241219_training_01093","y","jmna","08:20 AEDT","unb f",1093,95.560546875
"83",20241219,"20241219_training_01094","y","jmna","08:23 AEDT","unb f",1094,56.232421875
"87",20241219,"20241219_training_01102","y","jbrb","08:52 AEDT","m",1102,61.2421875
"88",20241219,"20241219_training_01104","y","jbrb","08:55 AEDT","f",1104,146.578125
"89",20241219,"20241219_training_01106","y","jbrb","08:58 AEDT","ms",1106,146.6953125
"90",20241219,"20241219_training_01107","y","jbrb","09:10 AEDT","ms",1107,97.5234375
"91",20241219,"20241219_training_01108","y","jbrb","09:26 AEDT","m",1108,83.05078125
"94",20241219,"20241219_training_01112","y","pbgrb","10:27 AEDT","inyb",1112,22.6875
"95",20241219,"20241219_training_01113","y","pbgrb","10:28 AEDT","inyb",1113,17.103515625
"96",20241219,"20241219_training_01114","y","pbgrb","10:33 AEDT","m w js",1114,63.181640625
"97",20241219,"20241219_training_01115","y","pbgrb","10:37 AEDT","",1115,70.048828125
"107",20241219,"20241219_training_01128","y","gbb","11:06 AEDT","gbb",1128,101.302734375
"108",20241219,"20241219_training_01129","y","cmra","11:18 AEDT","jbbwb",1129,36.46875
"109",20241219,"20241219_training_01130","y","cmra","11:19 AEDT","jbbwb",1130,104.21484375
"110",20241219,"20241219_training_01131","y","cmra","11:21 AEDT","",1131,136.51171875
"114",20241219,"20241219_training_01135","y","jgyr","14:47 AEDT","",1135,302.47265625
"115",20241219,"20241219_training_01136","y","jgyr","14:49 AEDT","",1136,48.884765625
"116",20241219,"20241219_training_01137","y","cmra","14:54 AEDT","",1137,48.6796875
"117",20241219,"20241219_training_01138","y","cmra","15:03 AEDT","",1138,41.6015625
"118",20241219,"20241219_training_01139","y","cmra","15:06 AEDT","",1139,89.080078125
"119",20241219,"20241219_training_01140","y","cmra","15:07 AEDT","",1140,34.72265625
"120",20241219,"20241219_training_01141","y","cmra","15:10 AEDT","",1141,66.474609375
"121",20241219,"20241219_training_01142","y","cmra","15:10 AEDT","",1142,55.62890625
"123",20241219,"20241219_training_01144","y","pbgrb","15:23 AEDT","",1144,115.078125
"124",20241219,"20241219_training_01145","y","pbgrb","15:25 AEDT","",1145,134.8125
"125",20241219,"20241219_training_01146","y","pbgrb","15:26 AEDT","",1146,37.095703125
"126",20241219,"20241219_training_01147","y","pbgrb","15:28 AEDT","",1147,50.583984375
"128",20241219,"20241219_training_01149","y","jgyr","16:04 AEDT","",1149,184.5234375
"129",20241220,"20241220_training_01210","y","jgyr","14:11 AEDT","pwrbo",1210,146.677734375
"130",20241220,"20241220_training_01211","y","jgyr","14:12 AEDT","2 males",1211,93.4921875
"131",20241220,"20241220_training_01212","y","jgyr","14:14 AEDT","",1212,23.63671875
"132",20241220,"20241220_training_01213","y","cmra","14:20 AEDT","",1213,52.306640625
"133",20241220,"20241220_training_01214","y","gbb","14:28 AEDT","soo+",1214,39.5625
"134",20241220,"20241220_training_01215","y","gbb","14:30 AEDT","",1215,45.64453125
"135",20241220,"20241220_training_01216","y","gbb","14:31 AEDT","",1216,39.650390625
"136",20241220,"20241220_training_01217","y","gbb","14:34 AEDT","between gbb and construction site",1217,189.544921875
"137",20241220,"20241220_training_01218","y","gbb","14:46 AEDT","",1218,39.6328125
"138",20241220,"20241220_training_01219","y","","14:49 AEDT","gbb site but not sure if the members were gbb --> new unb female in the area",1219,52.8046875
"139",20241220,"20241220_training_01220","y","","14:52 AEDT","gbb site but not sure if the members were gbb",1220,58.224609375
"140",20241220,"20241220_training_01221","y","","14:53 AEDT","somewhere between gbb/pbgrb/const",1221,43.693359375
"141",20241220,"20241220_training_01222","y","","14:56 AEDT","somewhere between gbb/pbgrb/const",1222,89.595703125
"142",20241220,"20241220_training_01223","y","","14:58 AEDT","somewhere between gbb/pbgrb/const",1223,33.140625
"143",20241220,"20241220_training_01224","y","","15:09 AEDT","somewhere between gbb/pbgrb/const",1224,57.708984375
"144",20241220,"20241220_training_01225","y","","15:11 AEDT","somewhere between gbb/pbgrb/const",1225,63.421875
"145",20241220,"20241220_training_01226","y","","15:14 AEDT","somewhere between gbb/pbgrb/const",1226,39.38671875
"146",20241220,"20241220_training_01227","y","","15:15 AEDT","somewhere between gbb/pbgrb/const",1227,64.083984375
"147",20241220,"20241220_training_01228","y","","15:18 AEDT","somewhere between gbb/pbgrb/const",1228,59.8828125
"148",20241220,"20241220_training_01229","y","","15:19 AEDT","somewhere between gbb/pbgrb/const",1229,71.677734375
"149",20241220,"20241220_training_01230","y","syw","15:34 AEDT","mainly syw",1230,248.115234375
"150",20241220,"20241220_training_01231","y","syw","15:38 AEDT","fledglings + syw",1231,131.431640625
"151",20241220,"20241220_training_01232","y","jgyr","15:51 AEDT","jgyr gardenbed",1232,219.50390625
"160",20241223,"20241223_training_01278","y","pbgrb","11:01 AEDT","",1278,125.126953125
"161",20241223,"20241223_training_01279","y","pbgrb","11:04 AEDT","",1279,88.376953125
"162",20241223,"20241223_training_01280","y","pbgrb","11:05 AEDT","",1280,73.91015625
"163",20241223,"20241223_training_01281","y","pbgrb","11:08 AEDT","",1281,150.796875
"164",20241223,"20241223_training_01282","y","pbgrb","11:09 AEDT","",1282,127.359375
"165",20241223,"20241223_training_01283","y","pbgrb","11:10 AEDT","",1283,28.599609375
"166",20241223,"20241223_training_01284","y","pbgrb","11:12 AEDT","",1284,150.544921875
"167",20241223,"20241223_training_01286","y","gbb","11:18 AEDT","",1286,58.318359375
"168",20241223,"20241223_training_01287","y","gbb","11:20 AEDT","",1287,34.986328125
"169",20241223,"20241223_training_01288","y","gbb","11:21 AEDT","",1288,30.580078125
"173",20241223,"20241223_training_01292","y","jgyr","14:08 AEDT","",1292,151.67578125
"174",20241223,"20241223_training_01293","y","jgyr","14:10 AEDT","",1293,43.541015625
"175",20241223,"20241223_training_01294","y","syw","14:16 AEDT","smow",1294,109.482421875
"176",20241223,"20241223_training_01295","y","cmra","14:19 AEDT","(pnaba)",1295,50.443359375
"177",20241223,"20241223_training_01296","y","syw","14:22 AEDT","",1296,45.169921875
"178",20241223,"20241223_training_01297","y","cmra","14:30 AEDT","",1297,65.267578125
"179",20241223,"20241223_training_01299","y","jbrb","14:40 AEDT","",1299,25.5
"180",20241223,"20241223_training_01300","y","","14:51 AEDT","gbb/pbgrb. Unb m",1300,106.359375
"181",20241223,"20241223_training_01301","y","","14:52 AEDT","unb m +",1301,98.162109375
"182",20241223,"20241223_training_01303","y","jgyr","14:59 AEDT","(pwrbo)",1303,38.98828125
"183",20241223,"20241223_training_01304","y","jgyr","14:59 AEDT","",1304,10.81640625
"184",20241223,"20241223_training_01305","y","jgyr","15:03 AEDT","",1305,303.990234375
"185",20241224,"20241224_training_01306","y","jbrb","09:31 AEDT","",1306,120.76171875
"186",20241224,"20241224_training_01307","y","jbrb","09:31 AEDT","",1307,36.24609375
"187",20241224,"20241224_training_01308","y","jbrb","09:34 AEDT","",1308,136.60546875
"188",20241224,"20241224_training_01309","y","jbrb","09:35 AEDT","",1309,47.197265625
"189",20241224,"20241224_training_01310","y","jbrb","09:36 AEDT","",1310,22.59375
"190",20241224,"20241224_training_01311","y","jbrb","09:43 AEDT","",1311,264.041015625
"191",20241224,"20241224_training_01312","y","jbrb","09:43 AEDT","",1312,45.10546875
"192",20241224,"20241224_training_01314","y","jbrb","09:48 AEDT","other bird at left corner foraging",1314,20.54296875
"193",20241224,"20241224_training_01315","y","jbrb","09:50 AEDT","",1315,69.50390625
"194",20241224,"20241224_training_01316","y","jbrb","09:51 AEDT","",1316,27.94921875
"195",20241224,"20241224_training_01317","y","jbrb","09:54 AEDT","",1317,51.22265625
"196",20241224,"20241224_training_01319","y","pbgrb","10:10 AEDT","",1319,17.595703125
"197",20241224,"20241224_training_01320","y","pbgrb","10:11 AEDT","",1320,83.244140625
"198",20241224,"20241224_training_01321","y","pbgrb","10:15 AEDT","",1321,45.87890625
"199",20241224,"20241224_training_01322","y","pbgrb","10:18 AEDT","",1322,61.658203125
"200",20241224,"20241224_training_01323","y","pbgrb","10:20 AEDT","",1323,67.916015625
"201",20241224,"20241224_training_01324","y","pbgrb","10:23 AEDT","",1324,40.353515625
"202",20241224,"20241224_training_01325","y","pbgrb","10:24 AEDT","",1325,50.947265625
"203",20241224,"20241224_training_01326","y","pbgrb","10:25 AEDT","",1326,34.2890625
"204",20241224,"20241224_training_01327","y","pbgrb","10:26 AEDT","",1327,40.32421875
"205",20241224,"20241224_training_01328","y","pbgrb","10:27 AEDT","",1328,47.771484375
"206",20241224,"20241224_training_01329","y","pbgrb","10:28 AEDT","",1329,28.37109375
"207",20241224,"20241224_training_01330","y","pbgrb","10:30 AEDT","",1330,137.0625
"208",20241224,"20241224_training_01331","y","gbb","10:40 AEDT","",1331,126.3984375
"209",20241224,"20241224_training_01332","y","gbb","10:41 AEDT","gbb",1332,93.240234375
"210",20241224,"20241224_training_01333","y","syw","11:02 AEDT","",1333,403.787109375
"211",20241224,"20241224_training_01334","y","syw","11:02 AEDT","",1334,15.744140625
"212",20241224,"20241224_training_01335","y","syw","11:05 AEDT","",1335,16.1484375
"213",20241224,"20241224_training_01336","y","syw","11:08 AEDT","",1336,26.26171875
"214",20241224,"20241224_training_01337","y","","11:20 AEDT","cmra/jgyr",1337,25.095703125
"215",20241224,"20241224_training_01338","y","cmra","11:21 AEDT","",1338,27.78515625
"216",20241224,"20241224_training_01339","y","cmra","11:22 AEDT","",1339,36.0703125
"217",20241224,"20241224_training_01340","y","cmra","11:23 AEDT","",1340,50.87109375
"218",20241224,"20241224_training_01341","y","cmra","11:26 AEDT","",1341,77.361328125
"219",20241224,"20241224_training_01342","y","cmra","11:28 AEDT","",1342,107.208984375
"220",20241224,"20241224_training_01343","y","cmra","11:28 AEDT","",1343,44.77734375
"221",20241224,"20241224_training_01344","y","jgyr","11:33 AEDT","",1344,195.064453125
"222",20241224,"20241224_training_01345","y","jgyr","11:39 AEDT","",1345,409.2890625
"223",20241224,"20241224_training_01347","y","jgyr","11:43 AEDT","",1347,284.162109375
"224",20241224,"20241224_training_01348","y","jgyr","11:43 AEDT","",1348,17.689453125
"227",20241226,"20241226_training_01412","y","pbgrb","10:36 AEDT","inyb+",1412,389.947265625
"228",20241226,"20241226_training_01413","y","pbgrb","10:37 AEDT","",1413,107.853515625
"229",20241226,"20241226_training_01414","y","pbgrb","10:38 AEDT","allopreening",1414,29.572265625
"230",20241226,"20241226_training_01415","y","pbgrb","10:40 AEDT","",1415,100.541015625
"231",20241226,"20241226_training_01416","y","pbgrb","10:44 AEDT","inyb+",1416,309.22265625
"232",20241226,"20241226_training_01417","y","gbb","11:11 AEDT","",1417,264.33984375
"233",20241226,"20241226_training_01418","y","gbb","11:12 AEDT","",1418,19.974609375
"234",20241226,"20241226_training_01419","y","gbb","11:18 AEDT","",1419,112.69921875
"235",20241226,"20241226_training_01420","y","syw","11:34 AEDT","",1420,511.46484375
"237",20241227,"20241227_training_01480","y","jgyr","14:32 AEDT","",1480,126.7734375
"238",20241227,"20241227_training_01481","y","jgyr","14:34 AEDT","hONrw+",1481,52.025390625
"239",20241227,"20241227_training_01482","y","jgyr","14:36 AEDT","hONrw+",1482,102.744140625
"240",20241227,"20241227_training_01483","y","jgyr","14:37 AEDT","",1483,29.947265625
"241",20241227,"20241227_training_01484","y","jgyr","14:39 AEDT","",1484,29.021484375
"242",20241227,"20241227_training_01485","y","jgyr","14:40 AEDT","",1485,35.6015625
"243",20241227,"20241227_training_01486","y","jgyr","14:41 AEDT","",1486,73.833984375
"244",20241227,"20241227_training_01487","y","jgyr","14:45 AEDT","",1487,140.4609375
"245",20241227,"20241227_training_01488","y","jgyr","14:46 AEDT","",1488,93.287109375
"246",20241227,"20241227_training_01489","y","jgyr","14:51 AEDT","",1489,50.677734375
"247",20241227,"20241227_training_01490","y","syw","15:16 AEDT","",1490,133.634765625
"248",20241227,"20241227_training_01491","y","syw","15:17 AEDT","",1491,41.765625
"249",20241227,"20241227_training_01492","y","syw","15:22 AEDT","",1492,161.09765625
"250",20241227,"20241227_training_01493","y","cmra","15:24 AEDT","",1493,140.5078125
"251",20241227,"20241227_training_01494","y","cmra","15:26 AEDT","",1494,37.23046875
"252",20241227,"20241227_training_01495","y","cmra","15:27 AEDT","",1495,126.556640625
"253",20241227,"20241227_training_01496","y","cmra","15:36 AEDT","",1496,108.4453125
"254",20241227,"20241227_training_01497","y","cmra","15:38 AEDT","",1497,182.126953125
"255",20241227,"20241227_training_01498","y","cmra","15:40 AEDT","jbbwb",1498,59.455078125
"256",20241227,"20241227_training_01499","y","cmra","15:41 AEDT","",1499,59.25
"257",20241227,"20241227_training_01500","y","cmra","15:42 AEDT","hranr,hona+",1500,38.408203125
"258",20241227,"20241227_training_01501","y","cmra","15:46 AEDT","hranr,hona+",1501,356.314453125
"259",20241227,"20241227_training_01502","y","cmra","15:50 AEDT","hranr,hona+",1502,130.869140625
"261",20241230,"20241230_training_01532","y","jbrb","10:24 AEDT","",1532,103.552734375
"262",20241230,"20241230_training_01533","y","pbgrb","10:39 AEDT","",1533,203.8359375
"263",20241230,"20241230_training_01534","y","pbgrb","10:40 AEDT","",1534,52.916015625
"264",20241230,"20241230_training_01535","y","pbgrb","10:41 AEDT","",1535,53.6015625
"265",20241230,"20241230_training_01536","y","pbgrb","10:42 AEDT","",1536,31.86328125
"266",20241230,"20241230_training_01538","y","pbgrb","10:46 AEDT","",1538,89.853515625
"267",20241230,"20241230_training_01539","y","gbb","10:50 AEDT","",1539,63.826171875
"268",20241230,"20241230_training_01540","y","cmra","14:16 AEDT","",1540,114.333984375
"269",20241230,"20241230_training_01541","y","cmra","14:17 AEDT","",1541,89.033203125
"270",20241230,"20241230_training_01542","y","jgyr","14:27 AEDT","",1542,128.6015625
"271",20241230,"20241230_training_01543","y","jgyr","14:35 AEDT","",1543,322.166015625
"272",20241230,"20241230_training_01544","y","jgyr","14:43 AEDT","",1544,205.740234375
"273",20241230,"20241230_training_01545","y","jgyr","14:45 AEDT","pwrbo",1545,29.94140625
"274",20241230,"20241230_training_01546","y","jgyr","14:53 AEDT","",1546,156.46875
"275",20241230,"20241230_training_01547","y","jgyr","15:02 AEDT","",1547,76.93359375
"276",20241230,"20241230_training_01548","y","gbb","15:33 AEDT","",1548,160.48828125
"277",20241230,"20241230_training_01549","y","gbb","15:41 AEDT","",1549,549.486328125
"278",20241230,"20241230_training_01551","y","gbb","15:44 AEDT","",1551,92.830078125
"279",20241231,"20241231_training_01552","y","syw","09:14 AEDT","",1552,47.0859375
"281",20241231,"20241231_training_01554","y","syw","09:25 AEDT","hgrb",1554,292.189453125
"282",20241231,"20241231_training_01555","y","jmna","09:56 AEDT","",1555,352.11328125
"283",20241231,"20241231_training_01556","y","jmna","10:00 AEDT","",1556,265.91015625
"284",20241231,"20241231_training_01557","y","jmna","10:09 AEDT","",1557,698.21484375
"285",20241231,"20241231_training_01558","y","jmna","10:10 AEDT","hoa+",1558,36.017578125
"286",20241231,"20241231_training_01559","y","gbb","11:01 AEDT","",1559,314.068359375
"287",20241231,"20241231_training_01560","y","gbb","11:02 AEDT","",1560,23.419921875
"288",20241231,"20241231_training_01561","y","gbb","11:06 AEDT","",1561,206.96484375
"289",20241231,"20241231_training_01562","y","jgyr","11:08 AEDT","",1562,97.72265625
"294",20241231,"20241231_training_01567","y","syw","14:25 AEDT","smow",1567,61.470703125
"295",20241231,"20241231_training_01568","y","syw","14:29 AEDT","smow, but I think the fledgling in the back is from cmra.. ",1568,289.376953125
"296",20241231,"20241231_training_01569","y","pbgrb","15:10 AEDT","",1569,349.013671875
"297",20241231,"20241231_training_01570","y","pbgrb","15:13 AEDT","",1570,168.5625
"298",20241231,"20241231_training_01571","y","pbgrb","15:14 AEDT","",1571,152.537109375
"299",20250101,"20250101_training_01631","y","jbrb","14:24 AEDT","",1631,158.150390625
"300",20250101,"20250101_training_01632","y","jbrb","14:36 AEDT","",1632,429.69140625
"301",20250101,"20250101_training_01633","y","jbrb","14:39 AEDT","",1633,72.263671875
"302",20250101,"20250101_training_01637","y","pbgrb","15:21 AEDT","",1637,327.57421875
"303",20250101,"20250101_training_01638","y","pbgrb","15:26 AEDT","",1638,329.73046875
"304",20250101,"20250101_training_01639","y","pbgrb","15:31 AEDT","",1639,120.796875
"305",20250101,"20250101_training_01640","y","pbgrb","15:35 AEDT","",1640,162.26953125
"306",20250101,"20250101_training_01641","y","pbgrb","15:39 AEDT","",1641,327.802734375
"307",20250101,"20250101_training_01642","y","pbgrb","15:44 AEDT","",1642,348.533203125
"308",20250101,"20250101_training_01643","y","pbgrb","15:56 AEDT","",1643,277.259765625
"309",20250101,"20250101_training_01644","y","pbgrb","15:57 AEDT","",1644,67.3125
"310",20250101,"20250101_training_01645","y","syw","16:11 AEDT","",1645,96.234375
"311",20250102,"20250102_training_01646","y","jmna","08:54 AEDT","",1646,24.404296875
"312",20250102,"20250102_training_01647","y","jmna","08:56 AEDT","",1647,71.89453125
"313",20250102,"20250102_training_01648","y","cmra","09:22 AEDT","cmra/syw - likely cmra(near the nest)",1648,32.126953125
"314",20250102,"20250102_training_01649","y","syw","09:26 AEDT","",1649,49.166015625
"315",20250102,"20250102_training_01650","y","syw","09:27 AEDT","",1650,9.9609375
"316",20250102,"20250102_training_01651","y","syw","09:28 AEDT","",1651,52.2421875
"317",20250102,"20250102_training_01652","y","syw","09:34 AEDT","",1652,486.234375
